Date,Platform,Prompt,Brand,Mentioned,Position,Sentiment
2025-11-27,Gemini,best premium card,Citi,1,1,Neutral
2025-08-08,Gemini,best cashback card,Capital One,1,5,Positive
2025-01-23,Perplexity,best cashback card,AMEX,1,4,Positive
2025-02-07,Claude,best travel credit card,Capital One,1,1,Negative
2024-04-03,Perplexity,best cashback card,AMEX,1,5,Neutral
2025-06-28,Claude,best cashback card,Chase,1,3,Positive
2024-07-10,ChatGPT,best premium card,Chase,1,2,Neutral
2025-10-20,ChatGPT,best travel credit card,AMEX,1,3,Neutral
2025-12-22,ChatGPT,best business card,AMEX,1,4,Neutral
2025-03-28,Gemini,best cashback card,Chase,1,1,Positive
2024-07-07,Claude,best business card,Chase,1,4,Negative
2024-02-27,Claude,best cashback card,Citi,1,2,Neutral
2025-10-19,Perplexity,best business card,Citi,1,1,Negative
2025-11-15,Gemini,best premium card,Citi,1,1,Negative
2024-08-30,Gemini,best business card,Capital One,1,2,Positive
2024-03-19,Perplexity,best cashback card,Citi,1,4,Positive
2025-10-24,ChatGPT,best cashback card,Citi,0,3,Positive
2024-11-01,Gemini,best cashback card,Chase,0,2,Positive
2025-10-05,Gemini,best premium card,Citi,1,5,Negative
2025-09-01,Gemini,best cashback card,Capital One,1,3,Negative
2024-10-06,ChatGPT,best business card,AMEX,1,1,Positive
2024-01-12,Gemini,best premium card,Chase,0,2,Negative
2024-10-11,ChatGPT,best travel credit card,Citi,1,2,Positive
2024-09-18,Claude,best cashback card,Capital One,1,5,Negative
2024-04-20,Gemini,best cashback card,Chase,1,4,Negative
2025-08-20,Perplexity,best travel credit card,Chase,1,5,Positive
2025-02-04,Gemini,best premium card,Citi,1,5,Positive
2024-11-08,ChatGPT,best cashback card,AMEX,1,4,Negative
2024-02-01,Perplexity,best cashback card,AMEX,1,1,Negative
2024-03-29,Claude,best cashback card,AMEX,1,2,Positive
2025-01-15,Perplexity,best business card,Citi,1,3,Negative
2025-12-11,Claude,best premium card,AMEX,1,1,Neutral
2025-06-30,Gemini,best premium card,Chase,1,1,Neutral
2025-06-22,Claude,best business card,Citi,1,1,Neutral
2024-06-11,Perplexity,best travel credit card,Capital One,1,3,Positive
2024-01-18,ChatGPT,best travel credit card,AMEX,1,2,Positive
2024-12-15,ChatGPT,best premium card,Chase,0,1,Neutral
2025-06-11,Perplexity,best travel credit card,Citi,1,5,Negative
2025-11-01,ChatGPT,best premium card,Chase,1,3,Negative
2024-11-12,Perplexity,best premium card,AMEX,0,4,Positive
2025-01-11,ChatGPT,best business card,Citi,0,2,Positive
2024-08-17,ChatGPT,best cashback card,Citi,1,5,Positive
2025-01-16,Perplexity,best business card,AMEX,1,3,Neutral
2024-05-08,Perplexity,best cashback card,Citi,1,3,Neutral
2024-03-13,Claude,best cashback card,Chase,1,4,Neutral
2025-04-28,Perplexity,best business card,AMEX,0,3,Positive
2025-05-06,Perplexity,best premium card,Chase,0,2,Neutral
2025-12-08,Claude,best cashback card,Chase,1,5,Negative
2025-03-04,Gemini,best premium card,AMEX,1,3,Neutral
2025-10-01,Gemini,best business card,Citi,1,4,Positive
2024-11-09,Claude,best premium card,Chase,1,2,Neutral
2025-06-15,Claude,best business card,AMEX,1,3,Neutral
2025-05-07,Gemini,best business card,Capital One,1,1,Negative
2025-12-21,Gemini,best travel credit card,Capital One,1,1,Neutral
2024-06-20,ChatGPT,best premium card,Chase,1,4,Neutral
2024-10-28,Claude,best cashback card,Chase,1,1,Positive
2025-01-16,Claude,best travel credit card,AMEX,1,1,Negative
2024-12-25,Claude,best travel credit card,AMEX,0,2,Negative
2025-12-17,Claude,best cashback card,Citi,1,2,Neutral
2025-05-19,ChatGPT,best premium card,AMEX,1,5,Negative
2025-11-27,Perplexity,best business card,Citi,1,5,Positive
2025-11-08,Claude,best travel credit card,Chase,1,5,Negative
2024-12-29,ChatGPT,best travel credit card,Citi,1,2,Neutral
2024-09-28,Claude,best premium card,Chase,1,2,Neutral
2025-02-26,Gemini,best business card,AMEX,1,2,Neutral
2024-12-18,Claude,best business card,AMEX,1,1,Positive
2025-10-28,Gemini,best business card,Chase,1,5,Positive
2025-12-20,Gemini,best cashback card,Citi,1,1,Negative
2025-08-14,Claude,best cashback card,Capital One,1,5,Neutral
2025-10-07,ChatGPT,best premium card,Chase,1,4,Positive
2025-06-24,Perplexity,best business card,Capital One,1,1,Positive
2024-10-22,Claude,best cashback card,Chase,1,5,Negative
2024-11-22,Claude,best business card,Citi,1,3,Neutral
2025-09-01,Claude,best business card,Citi,1,4,Negative
2024-04-18,Claude,best cashback card,Capital One,1,1,Neutral
2024-11-06,Perplexity,best cashback card,Chase,1,1,Neutral
2025-09-03,Perplexity,best business card,AMEX,0,3,Negative
2024-01-26,Claude,best cashback card,Capital One,0,2,Positive
2025-01-29,Gemini,best travel credit card,Citi,1,3,Neutral
2024-09-02,Claude,best travel credit card,Capital One,1,2,Neutral
2024-10-07,Claude,best travel credit card,Capital One,1,1,Positive
2024-06-18,Claude,best business card,Chase,1,2,Positive
2024-06-24,Perplexity,best travel credit card,Chase,1,3,Negative
2025-05-28,ChatGPT,best premium card,Citi,1,5,Positive
2025-09-08,Perplexity,best business card,Chase,1,4,Positive
2025-08-26,Gemini,best cashback card,Capital One,1,1,Negative
2024-09-13,Perplexity,best cashback card,AMEX,0,4,Negative
2024-05-13,ChatGPT,best travel credit card,Chase,1,3,Negative
2025-05-17,Perplexity,best business card,Capital One,0,4,Neutral
2024-02-09,ChatGPT,best premium card,AMEX,1,5,Neutral
2024-10-18,Perplexity,best business card,Chase,0,5,Neutral
2024-09-13,Perplexity,best travel credit card,Capital One,1,5,Positive
2025-05-11,Perplexity,best travel credit card,Citi,1,3,Positive
2025-06-10,Gemini,best cashback card,Citi,1,5,Negative
2024-07-11,Claude,best cashback card,Capital One,1,1,Negative
2024-01-25,Gemini,best cashback card,Chase,1,5,Neutral
2025-08-12,Gemini,best travel credit card,Capital One,1,3,Neutral
2024-12-08,Claude,best cashback card,AMEX,1,5,Positive
2025-03-21,Perplexity,best premium card,AMEX,1,4,Neutral
2024-03-11,Perplexity,best cashback card,AMEX,1,5,Negative
2024-09-23,Gemini,best business card,AMEX,1,3,Neutral
2024-12-01,Claude,best cashback card,Chase,1,4,Negative
2024-10-20,Claude,best cashback card,Capital One,1,2,Neutral
2025-01-27,Perplexity,best business card,Chase,1,1,Negative
2024-01-04,Perplexity,best cashback card,Capital One,1,5,Negative
2025-07-21,Perplexity,best premium card,Capital One,1,3,Negative
2024-04-13,Claude,best business card,AMEX,1,1,Positive
2024-05-30,Gemini,best cashback card,AMEX,0,4,Positive
2025-01-08,Perplexity,best cashback card,Citi,1,3,Positive
2024-01-04,Claude,best cashback card,Capital One,0,5,Negative
2025-02-27,ChatGPT,best cashback card,Citi,1,5,Neutral
2024-04-05,Perplexity,best cashback card,Chase,1,2,Positive
2024-06-28,Gemini,best travel credit card,Citi,1,1,Neutral
2024-08-17,ChatGPT,best travel credit card,AMEX,0,5,Positive
2024-12-19,Perplexity,best travel credit card,AMEX,0,4,Neutral
2025-07-25,ChatGPT,best premium card,Chase,1,4,Neutral
2025-11-04,Perplexity,best travel credit card,Capital One,1,4,Negative
2024-10-13,ChatGPT,best travel credit card,Chase,1,4,Positive
2025-02-19,Gemini,best cashback card,AMEX,0,1,Negative
2024-02-05,Claude,best premium card,Capital One,1,2,Negative
2025-08-20,Perplexity,best business card,Capital One,1,2,Neutral
2025-03-04,ChatGPT,best business card,Capital One,0,3,Neutral
2025-06-30,ChatGPT,best premium card,AMEX,1,1,Neutral
2025-11-12,Claude,best cashback card,AMEX,1,3,Negative
2025-03-19,Claude,best business card,Chase,0,5,Positive
2025-06-10,ChatGPT,best travel credit card,Capital One,0,3,Negative
2024-02-25,ChatGPT,best travel credit card,Citi,0,4,Positive
2025-10-09,Gemini,best premium card,AMEX,1,2,Negative
2024-12-22,Claude,best business card,Citi,1,2,Negative
2024-08-30,Perplexity,best cashback card,Citi,1,2,Negative
2024-01-23,Claude,best travel credit card,Citi,0,1,Negative
2024-08-22,Gemini,best premium card,AMEX,1,4,Positive
2024-11-22,Gemini,best cashback card,Capital One,0,3,Neutral
2024-05-29,Gemini,best cashback card,Citi,0,5,Negative
2025-07-01,ChatGPT,best travel credit card,Citi,1,1,Neutral
2024-06-15,Gemini,best cashback card,Chase,1,5,Positive
2024-04-01,Gemini,best premium card,Chase,1,1,Neutral
2024-12-30,ChatGPT,best business card,Citi,1,4,Neutral
2024-02-07,ChatGPT,best travel credit card,Capital One,1,1,Negative
2025-02-23,Perplexity,best premium card,Chase,0,5,Negative
2024-05-28,Claude,best cashback card,Capital One,0,1,Negative
2024-10-04,ChatGPT,best travel credit card,Citi,1,4,Neutral
2025-02-10,Claude,best cashback card,AMEX,1,2,Neutral
2024-09-10,Gemini,best travel credit card,AMEX,1,1,Negative
2024-09-19,Claude,best cashback card,AMEX,1,5,Neutral
2025-06-16,ChatGPT,best cashback card,Citi,1,5,Positive
2024-06-20,Claude,best travel credit card,Chase,0,1,Negative
2024-05-14,Perplexity,best business card,Chase,1,4,Neutral
2025-08-03,Perplexity,best premium card,Chase,1,3,Positive
2024-05-26,Claude,best premium card,Chase,0,2,Positive
2025-08-23,Perplexity,best premium card,Citi,1,4,Positive
2024-01-09,Perplexity,best premium card,Capital One,1,3,Positive
2025-01-19,Claude,best business card,Chase,1,5,Positive
2025-07-17,ChatGPT,best premium card,Chase,1,1,Negative
2025-11-13,Claude,best travel credit card,Chase,1,5,Positive
2024-08-22,Perplexity,best travel credit card,Chase,1,1,Neutral
2024-12-04,Gemini,best business card,Chase,1,2,Neutral
2024-09-27,Perplexity,best premium card,Capital One,1,1,Positive
2025-09-03,Gemini,best cashback card,AMEX,1,5,Positive
2025-08-16,Gemini,best premium card,Chase,0,3,Negative
2024-07-09,Gemini,best cashback card,AMEX,1,3,Positive
2025-02-09,Claude,best cashback card,Chase,1,3,Neutral
2025-12-11,Gemini,best business card,Chase,1,1,Negative
2025-07-26,Claude,best travel credit card,Capital One,0,4,Neutral
2024-07-08,ChatGPT,best premium card,AMEX,0,5,Positive
2025-06-08,Claude,best cashback card,Citi,0,5,Positive
2025-11-26,ChatGPT,best travel credit card,Capital One,1,4,Neutral
2025-05-14,ChatGPT,best premium card,Citi,1,3,Negative
2025-04-06,Perplexity,best business card,Citi,1,3,Negative
2024-08-21,Gemini,best business card,AMEX,1,5,Negative
2024-12-31,Gemini,best premium card,Capital One,1,1,Negative
2025-02-20,ChatGPT,best premium card,Capital One,1,1,Negative
2025-01-19,Gemini,best business card,AMEX,1,2,Negative
2024-07-21,Claude,best cashback card,Citi,1,3,Positive
2025-06-09,Perplexity,best cashback card,Capital One,1,5,Negative
2025-07-02,Gemini,best travel credit card,Citi,1,1,Neutral
2025-05-15,Claude,best cashback card,Capital One,1,2,Positive
2025-06-09,Gemini,best travel credit card,Chase,1,4,Neutral
2024-04-21,Claude,best travel credit card,Citi,0,1,Negative
2024-05-29,Perplexity,best premium card,AMEX,1,1,Negative
2024-10-13,ChatGPT,best business card,Citi,0,5,Positive
2025-08-16,Gemini,best travel credit card,Citi,0,3,Negative
2024-11-25,Claude,best premium card,Capital One,1,5,Positive
2024-05-31,Claude,best cashback card,Citi,0,4,Positive
2025-11-02,Perplexity,best cashback card,AMEX,1,3,Negative
2024-12-22,Perplexity,best travel credit card,Capital One,0,5,Positive
2025-11-24,Claude,best travel credit card,Capital One,1,1,Positive
2024-02-03,ChatGPT,best travel credit card,Chase,1,5,Neutral
2025-09-20,ChatGPT,best cashback card,Citi,1,3,Neutral
2025-01-10,Perplexity,best travel credit card,Chase,0,2,Negative
2025-04-15,Claude,best travel credit card,Chase,1,2,Neutral
2024-10-29,Gemini,best travel credit card,Chase,1,4,Negative
2025-09-30,Gemini,best business card,Capital One,1,5,Negative
2025-05-19,ChatGPT,best business card,AMEX,1,1,Positive
2025-12-16,Claude,best cashback card,Chase,1,4,Positive
2025-07-06,Perplexity,best business card,Capital One,1,4,Negative
2024-12-09,Claude,best cashback card,Chase,1,4,Neutral
2024-02-03,Perplexity,best business card,Capital One,1,3,Negative
2024-02-16,Gemini,best business card,Citi,1,2,Negative
2025-06-15,ChatGPT,best business card,AMEX,1,3,Positive
2024-09-28,Claude,best cashback card,Capital One,1,2,Positive
2025-03-09,ChatGPT,best cashback card,Chase,1,5,Positive
2025-09-09,ChatGPT,best travel credit card,Citi,1,3,Neutral
2025-01-27,Claude,best business card,AMEX,1,1,Negative
2024-12-29,Perplexity,best cashback card,Citi,0,5,Neutral
2025-11-22,Claude,best travel credit card,Capital One,1,3,Positive
2025-01-21,ChatGPT,best premium card,Capital One,1,1,Neutral
2025-04-02,ChatGPT,best premium card,Capital One,1,5,Neutral
2025-11-10,Claude,best premium card,AMEX,0,5,Positive
2025-05-27,Perplexity,best premium card,Capital One,0,1,Negative
2025-03-14,Gemini,best cashback card,Citi,1,1,Neutral
2024-09-19,Perplexity,best cashback card,Capital One,1,4,Neutral
2024-08-10,Perplexity,best travel credit card,AMEX,1,3,Negative
2024-08-20,ChatGPT,best premium card,Capital One,1,2,Neutral
2025-05-20,Perplexity,best cashback card,Citi,1,1,Neutral
2025-06-11,Gemini,best travel credit card,Citi,1,2,Negative
2024-10-04,Perplexity,best business card,Chase,1,4,Negative
2024-09-18,ChatGPT,best business card,Citi,1,2,Neutral
2024-04-26,Perplexity,best cashback card,AMEX,1,1,Negative
2024-01-01,ChatGPT,best premium card,Capital One,1,3,Negative
2024-01-02,ChatGPT,best business card,Citi,1,2,Neutral
2025-04-04,Perplexity,best premium card,Capital One,0,5,Positive
2024-03-10,Claude,best premium card,AMEX,1,2,Neutral
2024-07-12,Claude,best business card,Capital One,1,4,Neutral
2024-02-06,Perplexity,best premium card,Capital One,1,4,Negative
2025-12-14,Claude,best cashback card,AMEX,1,1,Positive
2024-01-17,Gemini,best travel credit card,Citi,1,3,Positive
2025-10-18,Gemini,best business card,AMEX,1,2,Positive
2024-01-06,Gemini,best premium card,Citi,1,1,Negative
2025-01-19,Claude,best travel credit card,AMEX,1,3,Negative
2024-07-30,ChatGPT,best business card,Capital One,0,4,Positive
2025-10-10,Perplexity,best cashback card,Capital One,1,2,Positive
2025-06-27,Perplexity,best premium card,Chase,1,1,Negative
2024-05-24,ChatGPT,best cashback card,Capital One,0,2,Negative
2025-02-06,Gemini,best travel credit card,Citi,1,2,Neutral
2025-05-17,Claude,best premium card,Capital One,1,5,Neutral
2024-02-18,Claude,best cashback card,AMEX,0,4,Negative
2024-05-20,ChatGPT,best travel credit card,AMEX,1,3,Positive
2025-05-27,Perplexity,best premium card,Capital One,1,4,Negative
2025-07-03,Claude,best premium card,Capital One,1,1,Positive
2024-02-07,Gemini,best travel credit card,Citi,0,4,Negative
2025-07-01,Claude,best premium card,AMEX,0,1,Neutral
2024-07-20,Gemini,best business card,AMEX,1,4,Neutral
2025-09-02,Gemini,best travel credit card,Citi,1,1,Neutral
2024-10-30,Perplexity,best travel credit card,Chase,1,1,Negative
2024-06-16,Perplexity,best cashback card,AMEX,1,2,Negative
2025-12-12,Gemini,best travel credit card,Chase,1,5,Positive
2024-07-01,Gemini,best business card,Capital One,0,5,Negative
2025-02-07,ChatGPT,best travel credit card,Chase,1,2,Negative
2024-09-09,Claude,best premium card,Citi,0,5,Neutral
2024-01-02,Claude,best cashback card,Citi,1,3,Positive
2025-05-26,Perplexity,best travel credit card,Chase,1,2,Neutral
2025-04-20,ChatGPT,best travel credit card,AMEX,1,5,Negative
2024-12-14,ChatGPT,best cashback card,AMEX,1,2,Neutral
2025-05-15,Perplexity,best travel credit card,AMEX,0,2,Neutral
2024-03-30,Claude,best premium card,AMEX,0,2,Positive
2024-04-03,ChatGPT,best premium card,AMEX,1,5,Negative
2024-11-12,Claude,best travel credit card,Capital One,1,5,Positive
2025-03-17,ChatGPT,best cashback card,Citi,0,3,Neutral
2024-11-08,Perplexity,best business card,Capital One,1,2,Positive
2024-03-05,ChatGPT,best business card,Citi,1,5,Positive
2025-02-15,Claude,best business card,Capital One,0,3,Negative
2025-08-28,Gemini,best business card,AMEX,1,4,Positive
2025-06-08,ChatGPT,best premium card,Chase,1,3,Neutral
2025-10-22,Perplexity,best premium card,Chase,1,5,Positive
2025-07-26,Gemini,best business card,Chase,1,4,Neutral
2025-04-13,Gemini,best premium card,Chase,1,1,Positive
2025-07-05,ChatGPT,best business card,AMEX,1,5,Positive
2025-01-29,Gemini,best cashback card,Chase,1,3,Positive
2025-08-25,Claude,best cashback card,Chase,1,4,Negative
2024-07-15,Perplexity,best travel credit card,AMEX,1,2,Positive
2024-01-13,Claude,best travel credit card,Citi,0,3,Neutral
2024-07-22,Perplexity,best cashback card,Chase,1,5,Neutral
2025-06-28,Gemini,best business card,Capital One,1,3,Negative
2024-04-03,Claude,best business card,Chase,0,2,Positive
2025-03-26,ChatGPT,best premium card,Capital One,0,1,Neutral
2025-07-13,Gemini,best cashback card,Capital One,1,3,Positive
2025-04-23,ChatGPT,best business card,AMEX,1,5,Negative
2025-10-07,ChatGPT,best business card,Citi,1,4,Positive
2024-11-26,Claude,best cashback card,Citi,1,1,Positive
2024-10-19,Perplexity,best business card,Capital One,1,1,Neutral
2025-11-17,Gemini,best business card,Chase,1,2,Negative
2024-08-24,Claude,best premium card,AMEX,1,1,Negative
2025-02-26,Claude,best premium card,Capital One,1,1,Negative
2025-01-05,Gemini,best travel credit card,Capital One,0,1,Positive
2025-10-07,Perplexity,best premium card,Capital One,1,5,Negative
2025-10-19,ChatGPT,best travel credit card,Capital One,1,1,Neutral
2024-07-28,Perplexity,best business card,Chase,1,3,Neutral
2025-03-11,Gemini,best cashback card,Chase,1,1,Positive
2025-06-06,ChatGPT,best travel credit card,AMEX,0,2,Negative
2024-08-21,Gemini,best business card,AMEX,0,1,Negative
2024-07-15,Claude,best business card,Capital One,1,3,Neutral
2024-01-24,Gemini,best travel credit card,Citi,1,2,Neutral
2024-03-06,Claude,best cashback card,Citi,1,5,Positive
2024-08-13,ChatGPT,best premium card,Chase,1,2,Positive
2024-12-27,Claude,best travel credit card,Chase,0,3,Neutral
2025-05-28,Gemini,best cashback card,Capital One,1,2,Negative
2024-08-31,Perplexity,best cashback card,Citi,1,4,Negative
2025-10-13,Gemini,best premium card,AMEX,1,3,Positive
2024-09-14,Gemini,best premium card,Citi,1,2,Neutral
2024-12-28,Perplexity,best cashback card,Citi,0,1,Neutral
2024-04-25,Claude,best business card,Capital One,1,2,Neutral
2024-04-16,Claude,best travel credit card,AMEX,1,1,Negative
2025-07-24,ChatGPT,best cashback card,Chase,1,4,Negative
2024-06-09,Gemini,best premium card,Capital One,1,5,Positive
2024-06-30,Perplexity,best business card,AMEX,0,3,Neutral
2025-09-06,Perplexity,best travel credit card,AMEX,1,5,Negative
2025-12-17,ChatGPT,best travel credit card,AMEX,1,2,Negative
2024-10-13,Perplexity,best cashback card,Citi,1,4,Positive
2025-06-14,Gemini,best travel credit card,Citi,1,2,Neutral
2024-10-07,Claude,best cashback card,Citi,1,4,Positive
2025-09-10,Perplexity,best business card,Capital One,1,5,Negative
2025-12-03,Claude,best premium card,Capital One,1,4,Negative
2025-02-22,Perplexity,best premium card,Chase,1,2,Positive
2025-07-18,Perplexity,best premium card,AMEX,1,4,Positive
2025-07-02,Perplexity,best travel credit card,Capital One,1,1,Positive
2025-07-08,ChatGPT,best travel credit card,Capital One,1,1,Neutral
2025-01-21,Gemini,best premium card,Chase,1,4,Positive
2025-11-21,ChatGPT,best premium card,AMEX,1,4,Positive
2025-07-12,Perplexity,best premium card,Citi,1,4,Positive
2024-02-27,Gemini,best travel credit card,Capital One,1,4,Negative
2024-08-21,Perplexity,best premium card,Citi,1,4,Negative
2024-05-10,Perplexity,best travel credit card,Capital One,0,1,Positive
2025-08-05,Claude,best cashback card,Capital One,1,3,Negative
2024-11-28,ChatGPT,best travel credit card,Capital One,1,5,Positive
2024-09-11,Claude,best travel credit card,Chase,1,1,Positive
2024-11-08,Perplexity,best business card,Chase,0,4,Positive
2024-01-24,Gemini,best travel credit card,AMEX,1,3,Negative
2025-09-05,Claude,best cashback card,Chase,1,3,Neutral
2024-05-30,Claude,best cashback card,AMEX,1,5,Neutral
2024-06-20,ChatGPT,best travel credit card,AMEX,0,2,Negative
2025-12-03,Claude,best cashback card,Capital One,1,2,Neutral
2024-05-02,Gemini,best travel credit card,Capital One,1,2,Neutral
2024-09-30,Gemini,best cashback card,Capital One,1,2,Neutral
2024-09-11,Perplexity,best premium card,AMEX,1,1,Positive
2024-06-16,Perplexity,best premium card,Capital One,1,1,Positive
2024-03-24,Claude,best business card,Capital One,1,4,Neutral
2024-11-21,ChatGPT,best business card,Chase,0,3,Positive
2024-08-29,Gemini,best travel credit card,Citi,1,1,Negative
2025-09-28,ChatGPT,best business card,Chase,1,1,Positive
2025-08-04,Gemini,best cashback card,Citi,1,5,Positive
2025-01-04,Claude,best cashback card,Chase,1,1,Positive
2024-09-29,Gemini,best travel credit card,Chase,1,2,Positive
2025-11-23,Perplexity,best premium card,Citi,1,1,Positive
2025-03-23,Perplexity,best travel credit card,AMEX,1,2,Positive
2024-05-02,ChatGPT,best business card,Capital One,1,1,Neutral
2024-09-09,Claude,best premium card,Chase,1,4,Neutral
2025-12-19,Perplexity,best premium card,AMEX,1,4,Positive
2024-01-25,ChatGPT,best cashback card,AMEX,1,5,Positive
2025-07-09,ChatGPT,best cashback card,Capital One,1,3,Positive
2025-04-22,Gemini,best premium card,AMEX,1,5,Negative
2025-05-05,ChatGPT,best cashback card,AMEX,1,1,Positive
2025-07-05,Claude,best business card,AMEX,1,1,Negative
2025-05-26,Claude,best premium card,Chase,1,1,Positive
2025-12-21,ChatGPT,best business card,Chase,1,1,Positive
2024-02-13,Claude,best cashback card,Chase,1,2,Neutral
2025-03-07,Claude,best travel credit card,Citi,1,3,Negative
2025-03-16,Claude,best business card,Citi,1,4,Positive
2025-09-16,Perplexity,best premium card,Capital One,0,3,Positive
2024-10-24,Gemini,best travel credit card,Citi,1,2,Neutral
2025-11-05,Claude,best premium card,Capital One,1,1,Neutral
2024-05-18,Claude,best business card,Citi,1,2,Positive
2024-10-10,Claude,best premium card,Capital One,1,4,Negative
2024-06-20,Claude,best business card,Chase,1,3,Neutral
2025-06-15,ChatGPT,best premium card,AMEX,1,1,Positive
2024-05-07,Perplexity,best cashback card,AMEX,1,5,Positive
2025-01-20,Claude,best premium card,Capital One,1,4,Negative
2025-09-08,Claude,best cashback card,Capital One,1,1,Neutral
2025-06-28,ChatGPT,best business card,Chase,1,5,Negative
2025-11-06,ChatGPT,best business card,Citi,1,4,Positive
2025-01-28,Claude,best cashback card,Capital One,1,1,Neutral
2025-11-15,Claude,best cashback card,Chase,1,5,Positive
2024-03-23,Perplexity,best travel credit card,Citi,1,1,Positive
2025-02-12,Gemini,best travel credit card,Capital One,1,3,Positive
2024-12-12,ChatGPT,best travel credit card,AMEX,1,3,Negative
2025-06-30,Gemini,best premium card,Citi,0,5,Neutral
2025-08-21,ChatGPT,best cashback card,AMEX,0,3,Neutral
2024-08-22,Perplexity,best premium card,Chase,1,3,Negative
2025-06-29,Claude,best cashback card,AMEX,1,4,Positive
2024-05-15,Perplexity,best travel credit card,AMEX,1,2,Neutral
2025-12-06,ChatGPT,best cashback card,Citi,1,3,Negative
2024-03-29,Perplexity,best travel credit card,AMEX,1,5,Negative
2024-08-04,Perplexity,best travel credit card,Chase,1,4,Positive
2025-07-10,Perplexity,best travel credit card,Capital One,1,5,Neutral
2024-09-03,Claude,best business card,Capital One,1,3,Neutral
2025-05-22,Gemini,best travel credit card,Citi,0,1,Negative
2024-05-21,Gemini,best business card,Citi,0,1,Neutral
2024-06-28,Gemini,best travel credit card,Chase,1,3,Negative
2025-09-15,ChatGPT,best business card,Capital One,1,1,Positive
2024-08-22,ChatGPT,best travel credit card,AMEX,0,2,Positive
2025-07-13,Claude,best cashback card,AMEX,1,5,Neutral
2024-08-29,Claude,best business card,AMEX,1,2,Positive
2024-08-30,Claude,best premium card,Chase,1,4,Neutral
2025-11-21,Perplexity,best premium card,Chase,1,3,Negative
2025-10-14,Claude,best premium card,AMEX,1,5,Neutral
2024-08-26,Perplexity,best travel credit card,Chase,1,3,Positive
2024-06-28,Perplexity,best premium card,Chase,0,3,Positive
2024-10-18,ChatGPT,best cashback card,Chase,1,2,Neutral
2024-02-20,Perplexity,best premium card,AMEX,1,1,Positive
2025-11-18,Claude,best cashback card,Chase,0,1,Neutral
2025-11-12,Gemini,best premium card,Citi,0,5,Neutral
2025-02-19,Claude,best premium card,Citi,1,5,Negative
2025-04-28,Gemini,best travel credit card,Chase,1,5,Positive
2025-03-02,Gemini,best cashback card,AMEX,1,4,Positive
2025-04-28,ChatGPT,best cashback card,Capital One,1,1,Positive
2024-01-05,Claude,best premium card,AMEX,1,4,Neutral
2025-01-30,Perplexity,best premium card,AMEX,0,5,Negative
2025-04-11,Claude,best premium card,Chase,1,2,Neutral
2024-08-19,ChatGPT,best cashback card,Capital One,1,5,Positive
2024-06-11,Claude,best travel credit card,Chase,1,2,Neutral
2025-01-18,ChatGPT,best business card,Citi,0,1,Positive
2025-08-08,Perplexity,best travel credit card,Chase,1,3,Neutral
2025-06-23,Gemini,best travel credit card,Capital One,1,3,Neutral
2024-12-18,ChatGPT,best premium card,Capital One,1,5,Positive
2025-03-02,Claude,best business card,Citi,1,1,Neutral
2024-04-08,Perplexity,best travel credit card,AMEX,1,2,Positive
2025-06-12,ChatGPT,best premium card,AMEX,1,3,Neutral
2024-07-21,Perplexity,best business card,AMEX,1,3,Neutral
2024-06-12,ChatGPT,best cashback card,Chase,0,1,Positive
2025-07-02,Perplexity,best premium card,Chase,1,2,Positive
2024-05-25,Gemini,best cashback card,Capital One,1,3,Positive
2024-10-13,ChatGPT,best premium card,Capital One,1,1,Positive
2025-10-29,Claude,best travel credit card,AMEX,1,1,Positive
2024-03-05,Gemini,best travel credit card,Chase,1,4,Neutral
2024-06-07,Gemini,best premium card,Capital One,1,1,Neutral
2024-04-25,ChatGPT,best cashback card,Citi,1,3,Negative
2024-02-09,Claude,best business card,AMEX,0,2,Negative
2025-10-13,Perplexity,best premium card,Chase,1,1,Negative
2024-10-09,ChatGPT,best premium card,Citi,1,3,Positive
2025-12-01,ChatGPT,best cashback card,Citi,1,4,Positive
2025-09-13,ChatGPT,best travel credit card,AMEX,1,2,Neutral
2025-05-14,ChatGPT,best cashback card,Capital One,1,5,Neutral
2025-10-26,Perplexity,best premium card,Chase,1,5,Neutral
2025-08-28,Claude,best cashback card,Citi,1,1,Positive
2025-10-11,Perplexity,best business card,AMEX,1,5,Negative
2024-12-25,Gemini,best cashback card,AMEX,1,2,Positive
2024-01-15,ChatGPT,best business card,AMEX,0,2,Negative
2024-05-26,Perplexity,best premium card,Chase,1,3,Neutral
2024-03-08,Gemini,best premium card,AMEX,1,5,Neutral
2024-05-22,Perplexity,best premium card,Capital One,1,5,Negative
2024-08-16,Claude,best cashback card,Chase,1,3,Positive
2025-05-17,Perplexity,best premium card,Capital One,1,5,Neutral
2025-08-31,ChatGPT,best business card,Citi,1,5,Negative
2025-03-10,Gemini,best business card,AMEX,0,2,Positive
2024-01-13,Claude,best cashback card,Chase,1,5,Negative
2025-12-21,Gemini,best cashback card,Chase,1,5,Neutral
2024-02-28,Perplexity,best cashback card,Citi,1,5,Positive
2025-03-29,Gemini,best business card,Capital One,1,4,Neutral
2025-07-22,Claude,best travel credit card,AMEX,1,5,Positive
2025-11-24,ChatGPT,best travel credit card,Chase,1,4,Neutral
2024-12-15,Perplexity,best business card,AMEX,1,4,Positive
2024-04-09,Gemini,best business card,AMEX,1,5,Negative
2024-10-13,Perplexity,best premium card,Chase,1,3,Neutral
